Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Surrey Hills,5 Charles St,4,h,1689209.5149641063,S,Jellis,3/12/2016,11.2,3127.0,4.0,2.0,2.0,349.0,,,Boroondara City Council,-37.8255,145.1116,Southern Metropolitan,5457.0
Surrey Hills,464A Whitehorse Rd,4,h,1899254.9412425768,SP,Jellis,3/12/2016,11.2,3127.0,4.0,2.0,2.0,673.0,214.0,1930.0,Boroondara City Council,-37.8146,145.0945,Southern Metropolitan,5457.0
Surrey Hills,28A Chestnut St,4,t,1536459.589620631,PI,Fletchers,4/03/2017,11.2,3127.0,4.0,3.0,2.0,368.0,,,Boroondara City Council,-37.8336,145.1111,Southern Metropolitan,5457.0
Surrey Hills,1 Guildford Rd,3,h,1546825.3818682542,S,Jellis,4/06/2016,11.2,3127.0,3.0,2.0,2.0,569.0,154.0,1920.0,Boroondara City Council,-37.8213,145.0874,Southern Metropolitan,5457.0
Surrey Hills,2a Russell St,2,h,1132508.0003012938,S,Jellis,4/06/2016,11.2,3127.0,2.0,1.0,1.0,464.0,117.0,1995.0,Boroondara City Council,-37.8265,145.1009,Southern Metropolitan,5457.0
Surrey Hills,1/16 Bentley St,3,t,1351356.3067601563,S,Jellis,7/05/2016,11.2,3127.0,3.0,2.0,2.0,323.0,,1996.0,Boroondara City Council,-37.8296,145.11,Southern Metropolitan,5457.0
Surrey Hills,21 Rose Av,4,h,,SP,Marshall,7/05/2016,11.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
Surrey Hills,9 Willcyrus St,3,h,1737213.448946744,S,Jellis,7/05/2016,11.2,3127.0,3.0,2.0,2.0,640.0,173.0,1950.0,Boroondara City Council,-37.8263,145.1099,Southern Metropolitan,5457.0
Surrey Hills,2/16 Bentley St,3,t,1238827.9994267025,S,Fletchers,7/11/2016,11.2,3127.0,3.0,2.0,2.0,284.0,,1996.0,Boroondara City Council,-37.8296,145.1097,Southern Metropolitan,5457.0
Surrey Hills,766 Canterbury Rd,4,h,1864159.5983948612,SP,Jellis,8/10/2016,11.2,3127.0,4.0,2.0,2.0,670.0,,1959.0,Boroondara City Council,-37.8277,145.1111,Southern Metropolitan,5457.0
Surrey Hills,16 Goodwood St,4,h,2059674.5638318313,S,Marshall,10/09/2016,11.2,3127.0,4.0,2.0,2.0,756.0,233.0,2008.0,Boroondara City Council,-37.8343,145.1029,Southern Metropolitan,5457.0
Surrey Hills,5 Alexandra Cr,4,h,,SN,RW,10/12/2016,11.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
Surrey Hills,4/35 Durham Rd,2,u,717399.4942927482,S,Jellis,11/02/2017,11.2,3127.0,2.0,1.0,1.0,131.0,,,Boroondara City Council,-37.8295,145.0913,Southern Metropolitan,5457.0
Surrey Hills,11 Goodwood St,5,h,1788789.431741892,PN,hockingstuart,11/03/2017,11.2,3127.0,5.0,3.0,1.0,795.0,197.0,1940.0,Boroondara City Council,-37.8346,145.103,Southern Metropolitan,5457.0
Surrey Hills,18 View St,4,h,2005263.8099827592,S,Marshall,15/10/2016,11.2,3127.0,4.0,2.0,2.0,760.0,,,Boroondara City Council,-37.825,145.1098,Southern Metropolitan,5457.0
Surrey Hills,49 Weybridge St,4,h,1990943.7753607007,S,Jellis,15/10/2016,11.2,3127.0,4.0,2.0,3.0,780.0,265.0,1920.0,Boroondara City Council,-37.8176,145.0906,Southern Metropolitan,5457.0
Surrey Hills,1/7 Beatrice Av,3,t,,S,Marshall,16/04/2016,11.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
Surrey Hills,27 Pembroke St,4,h,1861739.9081214583,S,Jellis,16/04/2016,11.2,3127.0,4.0,1.0,1.0,943.0,149.0,1930.0,Boroondara City Council,-37.8304,145.1079,Southern Metropolitan,5457.0
Surrey Hills,1/242 Union Rd,3,h,1410735.8289733059,SN,Woodards,17/09/2016,11.2,3127.0,3.0,2.0,2.0,373.0,,,Boroondara City Council,-37.8163,145.0989,Southern Metropolitan,5457.0
Surrey Hills,60 Middlesex Rd,3,h,1698750.3867554348,SP,Fletchers,18/03/2017,11.2,3127.0,3.0,1.0,1.0,857.0,,,Boroondara City Council,-37.8302,145.0891,Southern Metropolitan,5457.0
Surrey Hills,15 Middlesex Rd,3,h,1318705.910396596,S,Jellis,18/06/2016,11.2,3127.0,3.0,1.0,0.0,351.0,,1900.0,Boroondara City Council,-37.8269,145.09,Southern Metropolitan,5457.0
Surrey Hills,8 Oak St,3,h,1400641.9482661225,S,Fletchers,18/06/2016,11.2,3127.0,3.0,2.0,1.0,362.0,,,Boroondara City Council,-37.8354,145.1096,Southern Metropolitan,5457.0
Surrey Hills,3/26 Florence Rd,2,u,686919.1753616234,PN,Noel,19/11/2016,11.2,3127.0,2.0,1.0,1.0,173.0,95.0,1970.0,Boroondara City Council,-37.8291,145.1018,Southern Metropolitan,5457.0
Surrey Hills,2 Oak St,4,h,2056906.7206834457,S,Jellis,19/11/2016,11.2,3127.0,4.0,2.0,2.0,832.0,370.0,2001.0,Boroondara City Council,-37.8359,145.1095,Southern Metropolitan,5457.0
Surrey Hills,3/15 York St,2,u,780194.7356810389,S,Jellis,19/11/2016,11.2,3127.0,2.0,1.0,1.0,172.0,,1970.0,Boroondara City Council,-37.8187,145.1005,Southern Metropolitan,5457.0
Surrey Hills,11 Amiens St,4,h,1913558.512430764,S,Jellis,22/08/2016,11.2,3127.0,3.0,2.0,2.0,743.0,,,Boroondara City Council,-37.8335,145.0947,Southern Metropolitan,5457.0
Surrey Hills,2/16 Albert Cr,4,t,,SN,Fletchers,25/02/2017,11.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
Surrey Hills,21 Boisdale St,5,h,,S,Fletchers,25/02/2017,11.2,3127.0,5.0,5.0,2.0,674.0,434.0,1950.0,Boroondara City Council,-37.8351,145.1012,Southern Metropolitan,5457.0
Surrey Hills,768 Canterbury Rd,4,h,1903019.8163235518,SP,Fletchers,27/06/2016,11.2,3127.0,5.0,2.0,2.0,985.0,188.0,1940.0,Boroondara City Council,-37.8277,145.1113,Southern Metropolitan,5457.0
Surrey Hills,25 Wandsworth Rd,3,h,1868568.3782030854,S,Marshall,27/06/2016,11.2,3127.0,3.0,1.0,2.0,869.0,,,Boroondara City Council,-37.8188,145.0935,Southern Metropolitan,5457.0
Surrey Hills,4 Banool Rd,2,h,1376632.5707249942,S,Jellis,27/11/2016,11.2,3127.0,2.0,1.0,1.0,585.0,,,Boroondara City Council,-37.8176,145.0922,Southern Metropolitan,5457.0
Surrey Hills,8/32 Broughton Rd,2,u,795994.8949469686,S,Jellis,27/11/2016,11.2,3127.0,2.0,1.0,1.0,208.0,,,Boroondara City Council,-37.8298,145.1039,Southern Metropolitan,5457.0
Surrey Hills,14 Elwood St,3,h,1643062.9529768673,S,Jellis,27/11/2016,11.2,3127.0,3.0,2.0,1.0,591.0,,,Boroondara City Council,-37.8342,145.1018,Southern Metropolitan,5457.0
Surrey Hills,2/22 Beech St,3,t,,S,Fletchers,28/05/2016,11.2,3127.0,3.0,2.0,4.0,237.0,134.0,2007.0,Boroondara City Council,-37.833,145.1091,Southern Metropolitan,5457.0
Surrey Hills,2/711 Canterbury Rd,3,h,,PI,Ray,28/05/2016,11.2,3127.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,5457.0
Surrey Hills,5 Olyve Ct,3,h,1722362.4334195142,SP,Marshall,28/05/2016,11.2,3127.0,3.0,1.0,1.0,805.0,163.0,1950.0,Boroondara City Council,-37.8342,145.1011,Southern Metropolitan,5457.0
Surrey Hills,9 Bristol St,5,h,1870456.4969625762,S,Marshall,28/08/2016,11.2,3127.0,5.0,2.0,1.0,617.0,326.0,1910.0,Boroondara City Council,-37.8326,145.0868,Southern Metropolitan,5457.0
Surrey Hills,100 Middlesex Rd,4,h,1933299.7213190438,S,Jellis,28/08/2016,11.2,3127.0,4.0,2.0,2.0,660.0,,,Boroondara City Council,-37.8331,145.0886,Southern Metropolitan,5457.0
Surrey Hills,3 Wilson St,4,h,1821669.8535281622,S,Marshall,28/08/2016,11.2,3127.0,4.0,2.0,2.0,506.0,192.0,1890.0,Boroondara City Council,-37.8219,145.1004,Southern Metropolitan,5457.0
Templestowe Lower,10 Sylvia St,4,h,1291077.1436977233,S,Barry,3/12/2016,13.8,3107.0,4.0,2.0,2.0,727.0,285.0,2010.0,Manningham City Council,-37.7681,145.1011,Eastern Metropolitan,5420.0
Templestowe Lower,40 Mincha Av,5,h,,SN,Barry,4/03/2017,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,57 Mincha Av,3,h,,SP,Barry,4/03/2017,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,24 Corroboree Pl,4,t,958198.3267846461,SN,Allens,4/06/2016,13.8,3107.0,4.0,2.0,2.0,369.0,160.0,2011.0,Manningham City Council,-37.7602,145.1075,Eastern Metropolitan,5420.0
Templestowe Lower,3c Ashford St,3,t,912050.9035057527,S,Noel,6/08/2016,13.8,3107.0,3.0,2.0,2.0,275.0,,2008.0,Manningham City Council,-37.7589,145.1199,Eastern Metropolitan,5420.0
Templestowe Lower,3/17 Howitt Dr,3,t,,SP,Jellis,7/05/2016,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,3 Jeffrey St,4,h,,SN,Assisi,7/05/2016,13.8,3107.0,3.0,3.0,4.0,773.0,42.0,1970.0,Manningham City Council,-37.7668,145.1043,Eastern Metropolitan,5420.0
Templestowe Lower,238 Thompsons Rd,4,h,,SP,Jellis,7/05/2016,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,1/15 Janet St,4,h,,PI,Jellis,7/11/2016,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,8 David Rd,4,h,1065466.3688806645,PI,hockingstuart,8/10/2016,13.8,3107.0,4.0,2.0,2.0,514.0,,,Manningham City Council,-37.7698,145.1054,Eastern Metropolitan,5420.0
Templestowe Lower,37 Jacana Av,5,h,,S,Barry,10/09/2016,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,5/207 Manningham Rd,2,t,,S,Jellis,10/12/2016,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,15 Caroline Dr,4,h,1222058.3536531976,PI,Barry,12/06/2016,13.8,3107.0,4.0,2.0,2.0,723.0,215.0,1970.0,Manningham City Council,-37.7663,145.109,Eastern Metropolitan,5420.0
Templestowe Lower,38 Bryson Gr,4,h,1259719.6364075744,S,hockingstuart,16/04/2016,13.8,3107.0,4.0,2.0,2.0,780.0,180.0,1970.0,Manningham City Council,-37.7656,145.1154,Eastern Metropolitan,5420.0
Templestowe Lower,313 Thompsons Rd,4,h,,SN,Philip,23/04/2016,13.8,3107.0,4.0,4.0,2.0,914.0,227.0,1980.0,Manningham City Council,-37.7642,145.1096,Eastern Metropolitan,5420.0
Templestowe Lower,42 Chatsworth Qd,3,h,,SN,Fletchers,25/02/2017,13.8,3107.0,,,,,,,Manningham City Council,,,Eastern Metropolitan,5420.0
Templestowe Lower,3/10 Parker St,3,t,862174.7912668493,SP,Landfield,27/06/2016,13.8,3107.0,3.0,2.0,2.0,265.0,,,Manningham City Council,-37.7568,145.1152,Eastern Metropolitan,5420.0
Templestowe Lower,21 Dellfield Dr,3,h,1050084.8234515497,S,Barry,28/05/2016,13.8,3107.0,4.0,1.0,2.0,654.0,130.0,1968.0,Manningham City Council,-37.7654,145.1225,Eastern Metropolitan,5420.0
Thornbury,2/291 Rathmines St,3,t,,SN,Nelson,3/09/2016,6.5,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,109 Clarendon St,2,h,1011889.7127871972,SN,Nelson,3/12/2016,6.5,3071.0,2.0,1.0,2.0,373.0,91.0,1930.0,Darebin City Council,-37.7601,145.007,Northern Metropolitan,8870.0
Thornbury,8/8 Kemp St,2,u,435385.03448666004,PI,Peter,3/12/2016,6.5,3071.0,2.0,1.0,1.0,0.0,65.0,1970.0,Darebin City Council,-37.762,144.9958,Northern Metropolitan,8870.0
Thornbury,3/133 Darebin Rd,2,u,502428.4177186408,SP,Love,4/03/2017,6.5,3071.0,2.0,1.0,1.0,1085.0,64.0,1960.0,Darebin City Council,-37.7644,145.0114,Northern Metropolitan,8870.0
Thornbury,43 Wilmoth St,5,h,1669855.3438767716,SP,Nelson,4/03/2017,6.5,3071.0,5.0,2.0,3.0,671.0,289.0,2010.0,Darebin City Council,-37.7629,145.0161,Northern Metropolitan,8870.0
Thornbury,114 Collins St,4,h,1311669.4371130364,SN,Harcourts,10/09/2016,6.5,3071.0,4.0,1.0,1.0,702.0,169.0,1975.0,Darebin City Council,-37.7559,145.0126,Northern Metropolitan,8870.0
Thornbury,1/121 Darebin Rd,2,h,727850.4652420493,SN,Nelson,10/09/2016,6.5,3071.0,2.0,1.0,1.0,115.0,78.0,1970.0,Darebin City Council,-37.7642,145.0104,Northern Metropolitan,8870.0
Thornbury,95 Normanby Av,3,h,,SP,Nelson,10/12/2016,6.5,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,3/120 Dundas St,2,t,,PN,Nelson,11/02/2017,6.5,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,54 Bradley Av,3,h,,SP,Nelson,18/03/2017,6.5,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,6 Fyffe St,2,h,997600.8369672104,PI,Jellis,18/03/2017,6.5,3071.0,2.0,1.0,1.0,357.0,85.0,1930.0,Darebin City Council,-37.7541,144.9932,Northern Metropolitan,8870.0
Thornbury,288 Raleigh St,3,h,1386854.9299493388,S,Woodards,18/03/2017,6.5,3071.0,3.0,2.0,2.0,506.0,506.0,1960.0,Darebin City Council,-37.761,145.0205,Northern Metropolitan,8870.0
Thornbury,11 Armadale St,3,h,1048467.9640467066,S,Jellis,18/06/2016,6.5,3071.0,3.0,1.0,2.0,176.0,,,Darebin City Council,-37.7625,145.0014,Northern Metropolitan,8870.0
Thornbury,15/58 Clarendon St,2,u,,PI,C21,19/11/2016,6.5,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,13a Hammond St,3,h,,SP,McGrath,19/11/2016,6.5,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,3/267 Rossmoyne St,2,u,527563.1257570043,SP,Jellis,25/02/2017,6.5,3071.0,2.0,1.0,1.0,704.0,,2012.0,Darebin City Council,-37.7588,145.0179,Northern Metropolitan,8870.0
Thornbury,108 Wales St,3,t,921604.8462792515,SN,C21,25/02/2017,6.5,3071.0,3.0,2.0,2.0,176.0,,,Darebin City Council,-37.7578,145.01,Northern Metropolitan,8870.0
Thornbury,234 Collins St,3,h,907214.9793577116,SN,Ray,27/06/2016,6.5,3071.0,3.0,1.0,1.0,247.0,,,Darebin City Council,-37.7567,145.0238,Northern Metropolitan,8870.0
Thornbury,331 Raleigh St,3,h,1117520.0642035895,SN,Miles,27/06/2016,6.5,3071.0,4.0,1.0,2.0,481.0,136.0,1970.0,Darebin City Council,-37.7612,145.025,Northern Metropolitan,8870.0
Thornbury,316 Gillies St,4,h,1611776.2778878573,S,Jellis,27/11/2016,6.5,3071.0,4.0,2.0,2.0,560.0,130.0,1955.0,Darebin City Council,-37.764,145.0193,Northern Metropolitan,8870.0
Thornbury,206 Dundas St,5,h,,PI,Nelson,28/05/2016,6.5,3071.0,5.0,2.0,6.0,732.0,191.0,1950.0,Darebin City Council,-37.7547,145.0215,Northern Metropolitan,8870.0
Thornbury,119 Rennie St,3,h,1289570.0592750662,SN,Brace,28/05/2016,6.5,3071.0,3.0,1.0,3.0,713.0,110.0,1945.0,Darebin City Council,-37.7526,144.9848,Northern Metropolitan,8870.0
Thornbury,85 Rossmoyne St,3,h,1079343.3639730117,SN,Nelson,28/05/2016,6.5,3071.0,3.0,1.0,2.0,372.0,,,Darebin City Council,-37.7576,145.0064,Northern Metropolitan,8870.0
Thornbury,285 Victoria Rd,4,h,1300046.5883847154,SN,Jellis,28/05/2016,6.5,3071.0,2.0,2.0,1.0,486.0,,1930.0,Darebin City Council,-37.7618,145.0126,Northern Metropolitan,8870.0
Thornbury,76 Alston Ct,4,h,1332933.1759322577,SN,Nelson,28/08/2016,6.5,3071.0,3.0,2.0,1.0,549.0,148.0,1955.0,Darebin City Council,-37.7559,145.0232,Northern Metropolitan,8870.0
Thornbury,2/167 Darebin Rd,2,u,,PI,McGrath,28/08/2016,6.5,3071.0,,,,,,,Darebin City Council,,,Northern Metropolitan,8870.0
Thornbury,20 Mansfield St,3,h,1249072.1075931564,S,Jellis,30/07/2016,6.5,3071.0,2.0,2.0,3.0,351.0,196.0,1920.0,Darebin City Council,-37.7567,145.0028,Northern Metropolitan,8870.0
Toorak,1/21 Albany Rd,3,u,1054089.5389117007,SP,Kay,3/09/2016,4.6,3142.0,3.0,3.0,0.0,0.0,260.0,,Stonnington City Council,-37.8483,145.0244,Southern Metropolitan,7217.0
Toorak,10 Cloverdale Av,2,h,,PI,Kay,3/12/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,49 Canterbury Rd,3,h,1418411.0690923126,VB,Kay,4/03/2017,4.6,3142.0,3.0,1.0,0.0,197.0,111.0,1890.0,Stonnington City Council,-37.8462,145.0097,Southern Metropolitan,7217.0
Toorak,4/18 Lansell Rd,3,u,,S,Marshall,4/03/2017,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,31 Mathoura Rd,4,h,2083822.6270522205,SN,RT,4/03/2017,4.6,3142.0,4.0,2.0,2.0,342.0,294.0,2016.0,Stonnington City Council,-37.847,145.0069,Southern Metropolitan,7217.0
Toorak,6/9 Monomeath Av,3,u,,SN,RT,4/03/2017,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,5/698 Orrong Rd,2,u,689733.7474459311,S,hockingstuart,4/06/2016,4.6,3142.0,2.0,1.0,1.0,1003.0,,1930.0,Stonnington City Council,-37.843,145.0138,Southern Metropolitan,7217.0
Toorak,29 Canterbury Rd,2,h,1364229.2170309916,SP,Jellis,7/05/2016,4.6,3142.0,2.0,1.0,2.0,218.0,,,Stonnington City Council,-37.847,145.0095,Southern Metropolitan,7217.0
Toorak,10 Cole Ct,3,h,1855256.8594468802,PI,RT,7/05/2016,4.6,3142.0,3.0,2.0,2.0,1046.0,249.0,1945.0,Stonnington City Council,-37.8441,145.0183,Southern Metropolitan,7217.0
Toorak,5/8 Devorgilla Av,2,h,,S,RT,7/05/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,4 Ledbury Ct,5,h,,SN,Kay,7/05/2016,4.6,3142.0,5.0,4.0,2.0,812.0,378.0,1950.0,Stonnington City Council,-37.8473,145.0298,Southern Metropolitan,7217.0
Toorak,23 Montalto Av,5,h,,PI,RT,7/05/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,3/10 Bruce St,2,u,754551.3821971164,S,Caine,8/10/2016,4.6,3142.0,2.0,1.0,2.0,0.0,97.0,1960.0,Stonnington City Council,-37.8372,145.0069,Southern Metropolitan,7217.0
Toorak,8/1085 Malvern Rd,3,u,839030.205284867,SP,RT,8/10/2016,4.6,3142.0,2.0,1.0,2.0,1265.0,,,Stonnington City Council,-37.8512,145.0282,Southern Metropolitan,7217.0
Toorak,4/530 Toorak Rd,2,u,765710.3637740284,S,hockingstuart,8/10/2016,4.6,3142.0,2.0,1.0,3.0,0.0,,,Stonnington City Council,-37.8424,145.0184,Southern Metropolitan,7217.0
Toorak,10/48 Lansell Rd,3,u,,SP,Castran,10/12/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,5/536 Toorak Rd,2,u,594638.965489199,SP,hockingstuart,10/12/2016,4.6,3142.0,2.0,1.0,1.0,0.0,87.0,1968.0,Stonnington City Council,-37.8425,145.0191,Southern Metropolitan,7217.0
Toorak,5 Wannon Ct,4,h,2126184.01085212,SN,Kay,10/12/2016,4.6,3142.0,4.0,2.0,2.0,679.0,,,Stonnington City Council,-37.8386,145.0225,Southern Metropolitan,7217.0
Toorak,292 Williams Rd,4,h,2001432.641247276,SP,Marshall,10/12/2016,4.6,3142.0,4.0,2.0,2.0,322.0,237.0,1890.0,Stonnington City Council,-37.8384,145.0053,Southern Metropolitan,7217.0
Toorak,21a Douglas St,4,h,,PI,RT,12/11/2016,4.6,3142.0,4.0,4.0,2.0,447.0,,,Stonnington City Council,-37.8391,145.0097,Southern Metropolitan,7217.0
Toorak,9 Glyndebourne Av,4,h,,S,RT,12/11/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,16/637 Orrong Rd,2,u,682931.2992978843,S,Jellis,12/11/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8474,145.0125,Southern Metropolitan,7217.0
Toorak,226 Williams Rd,4,h,,S,Jellis,12/11/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,54 Irving Rd,2,t,1212313.7656028327,S,Marshall,13/08/2016,4.6,3142.0,2.0,2.0,2.0,7746.0,126.0,1970.0,Stonnington City Council,-37.8434,145.0198,Southern Metropolitan,7217.0
Toorak,7/413 Toorak Rd,2,u,1020167.5213206587,S,Kay,13/08/2016,4.6,3142.0,2.0,2.0,2.0,0.0,135.0,1980.0,Stonnington City Council,-37.8405,145.0058,Southern Metropolitan,7217.0
Toorak,623 Malvern Rd,3,h,1611722.0547624647,SP,Jellis,14/05/2016,4.6,3142.0,3.0,2.0,0.0,194.0,167.0,1900.0,Stonnington City Council,-37.8485,145.0074,Southern Metropolitan,7217.0
Toorak,28/703 Orrong Rd,2,u,943046.652598675,S,Marshall,14/05/2016,4.6,3142.0,2.0,2.0,2.0,0.0,,,Stonnington City Council,-37.8414,145.0137,Southern Metropolitan,7217.0
Toorak,737 Orrong Rd,3,h,1847371.6174084553,SP,RT,14/05/2016,4.6,3142.0,3.0,2.0,2.0,538.0,227.0,1984.0,Stonnington City Council,-37.8379,145.0143,Southern Metropolitan,7217.0
Toorak,2/35 Tintern Av,2,u,,SN,Abercromby's,14/05/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,74/546 Toorak Rd,3,u,1278682.1961890555,SN,Kay,15/10/2016,4.6,3142.0,3.0,2.0,2.0,4781.0,,,Stonnington City Council,-37.8426,145.0203,Southern Metropolitan,7217.0
Toorak,7/767 Malvern Rd,2,u,595183.6535756318,SP,Thomson,16/04/2016,4.6,3142.0,2.0,1.0,1.0,3348.0,80.0,1960.0,Stonnington City Council,-37.8498,145.0176,Southern Metropolitan,7217.0
Toorak,10 Highgate Hl,4,h,,PI,Marshall,18/03/2017,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,1 Myvore Ct,4,h,2279240.8285095287,SP,RT,18/03/2017,4.6,3142.0,4.0,3.0,2.0,750.0,,,Stonnington City Council,-37.8465,145.03,Southern Metropolitan,7217.0
Toorak,10/27 Wallace Av,2,u,,SN,hockingstuart,18/03/2017,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,7 Power Av,5,h,,S,Kay,18/06/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,296b Williams Rd,3,t,1270413.7351438103,PI,Marshall,18/06/2016,4.6,3142.0,3.0,2.0,3.0,0.0,,2000.0,Stonnington City Council,-37.838,145.0054,Southern Metropolitan,7217.0
Toorak,508 Toorak Rd,6,u,,S,Kay,22/05/2016,4.6,3142.0,3.0,4.0,0.0,0.0,,,Stonnington City Council,-37.8418,145.0134,Southern Metropolitan,7217.0
Toorak,3/11 Lascelles Av,3,u,,SN,Abercromby's,22/08/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,3 Vista Gr,4,h,,S,Marshall,22/08/2016,4.6,3142.0,,,,,,,Stonnington City Council,-37.8342,145.0078,Southern Metropolitan,7217.0
Toorak,2/9 Tintern Av,3,u,,SP,RT,24/09/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,4/641 Malvern Rd,2,u,647588.3334586796,SP,Marshall,25/02/2017,4.6,3142.0,2.0,1.0,1.0,2310.0,,,Stonnington City Council,-37.8486,145.0083,Southern Metropolitan,7217.0
Toorak,15/76 Mathoura Rd,2,u,700043.9121322499,S,hockingstuart,25/02/2017,4.6,3142.0,2.0,1.0,1.0,1142.0,,,Stonnington City Council,-37.8428,145.0081,Southern Metropolitan,7217.0
Toorak,13 Struan St,3,h,2160553.473842658,SS,Kay,25/02/2017,4.6,3142.0,3.0,3.0,2.0,780.0,,1960.0,Stonnington City Council,-37.8361,145.0143,Southern Metropolitan,7217.0
Toorak,2/125 Canterbury Rd,2,u,974380.5743875427,VB,Kay,27/11/2016,4.6,3142.0,2.0,3.0,2.0,0.0,185.0,2008.0,Stonnington City Council,-37.843,145.0103,Southern Metropolitan,7217.0
Toorak,46 Evelina Rd,6,h,1885147.3319982556,SP,RT,27/11/2016,4.6,3142.0,4.0,2.0,0.0,244.0,167.0,1900.0,Stonnington City Council,-37.8468,145.0062,Southern Metropolitan,7217.0
Toorak,26 Grange Rd,4,h,2058411.572415917,VB,Kay,27/11/2016,4.6,3142.0,4.0,2.0,2.0,1324.0,,,Stonnington City Council,-37.8385,145.0114,Southern Metropolitan,7217.0
Toorak,6/579 Toorak Rd,2,u,690833.5933075241,S,Marshall,27/11/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,1925.0,Stonnington City Council,-37.8417,145.0158,Southern Metropolitan,7217.0
Toorak,21 Power Av,4,h,,S,Marshall,28/05/2016,4.6,3142.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7217.0
Toorak,1/568 Toorak Rd,3,u,809594.1880646445,SP,Jellis,28/05/2016,4.6,3142.0,3.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8429,145.0227,Southern Metropolitan,7217.0
Toorak,2 Duffryn Pl,4,h,2193962.6317046336,SP,Marshall,28/08/2016,4.6,3142.0,4.0,3.0,2.0,545.0,297.0,1945.0,Stonnington City Council,-37.8353,145.0206,Southern Metropolitan,7217.0
Toorak,18/637 Orrong Rd,2,u,692165.3158973685,S,Jellis,30/07/2016,4.6,3142.0,2.0,0.0,0.0,0.0,,,Stonnington City Council,-37.8474,145.0125,Southern Metropolitan,7217.0
Viewbank,163 Martins La,5,h,944871.3679781867,SP,Barry,3/12/2016,13.8,3084.0,5.0,2.0,2.0,641.0,288.0,1980.0,Banyule City Council,-37.7336,145.0994,Eastern Metropolitan,2698.0
Viewbank,85 Graham Rd,4,h,887045.6387459178,SN,Miles,7/11/2016,13.8,3084.0,4.0,2.0,2.0,534.0,,,Banyule City Council,-37.7395,145.082,Eastern Metropolitan,2698.0
Viewbank,8 Mark St,4,h,968788.9600587767,SN,Miles,7/11/2016,13.8,3084.0,4.0,2.0,1.0,758.0,200.0,1989.0,Banyule City Council,-37.7328,145.0962,Eastern Metropolitan,2698.0
